año,mes,cod_depto,cod_muni,obj_tra,clase_suelo,modalidad,destino,tipo_vivi,VIS_NVIS,estrato,area,unidades,licencias,cobertura
2007,11,66,001,1,2,1,5,0,0,0,750,0,1,77
2007,11,66,001,1,3,1,1,1,2,5,243,1,1,77
2007,11,66,001,1,3,1,1,1,2,6,382,1,1,77
2007,11,66,170,1,1,1,1,1,2,2,340,4,3,77
2007,11,66,170,1,1,1,1,1,2,3,5366,56,6,77
2007,11,66,170,1,1,1,1,1,2,4,11619,79,2,77
2007,11,66,170,1,1,1,1,2,2,3,703,16,1,77
2007,11,66,170,1,1,1,1,2,2,4,6163,50,1,77
2007,11,66,170,1,1,1,2,0,0,0,4903,0,1,77
2007,11,66,170,1,1,1,4,0,0,0,8344,0,2,77
2007,11,66,170,1,1,1,5,0,0,0,3063,0,2,77
2007,11,66,170,1,1,1,10,0,0,0,713,0,1,77
2007,11,66,170,1,1,2,1,1,2,1,82,0,1,77
2007,11,66,170,1,1,2,1,1,2,2,438,0,7,77
2007,11,66,170,1,1,2,1,1,2,3,632,1,11,77
2007,11,66,170,1,1,2,7,0,0,0,373,0,1,77
2007,11,66,170,1,2,1,1,1,2,4,649,2,2,77
2007,11,66,682,1,1,1,1,1,2,2,148,1,1,77
2007,11,66,682,1,1,1,1,1,2,3,226,2,2,77
2007,11,66,682,1,1,1,5,0,0,0,166,0,1,77
2007,11,66,682,1,1,2,1,1,2,2,66,1,1,77
2007,11,66,682,1,1,2,1,1,2,3,156,0,2,77
2007,11,66,682,1,1,2,1,2,2,3,70,1,1,77
2007,11,68,001,1,1,1,1,1,2,2,119,2,1,77
2007,11,68,001,1,1,1,1,1,2,4,936,7,4,77
2007,11,68,001,1,1,1,1,2,2,3,2784,35,5,77
2007,11,68,001,1,1,1,1,2,2,4,5454,53,6,77
2007,11,68,001,1,1,1,2,0,0,0,262,0,1,77
2007,11,68,001,1,1,1,5,0,0,0,1216,0,4,77
2007,11,68,001,1,1,2,1,2,2,4,55,0,1,77
2007,11,68,001,1,1,2,5,0,0,0,2709,0,1,77
2007,11,68,001,2,1,1,1,2,2,6,10644,37,1,77
2007,11,68,001,2,1,1,5,0,0,0,77,0,1,77
2007,11,68,001,2,1,2,1,2,2,1,56,1,1,77
2007,11,68,001,2,1,2,1,2,2,2,131,2,2,77
2007,11,68,001,2,1,2,1,2,2,3,970,12,4,77
2007,11,68,001,2,1,2,1,2,2,4,324,5,4,77
2007,11,68,001,2,1,2,5,0,0,0,996,0,2,77
2007,11,68,081,1,1,1,1,1,2,2,355,3,3,77
2007,11,68,081,1,1,1,1,1,2,3,85,1,1,77
2007,11,68,081,1,1,1,1,2,2,4,774,12,1,77
2007,11,68,081,1,1,1,5,0,0,0,88,0,0,77
2007,11,68,081,1,1,1,8,0,0,0,1126,0,2,77
2007,11,68,081,1,1,2,1,2,2,3,232,4,1,77
2007,11,68,081,1,1,2,1,2,2,4,196,4,1,77
2007,11,68,276,1,1,1,1,1,2,3,181,2,2,77
2007,11,68,276,1,1,1,5,0,0,0,236,0,1,77
2007,11,68,276,1,1,2,1,1,2,3,65,1,1,77
2007,11,68,276,1,1,2,1,1,2,4,8,0,1,77
2007,11,68,276,1,1,2,1,2,2,5,42,1,1,77
2007,11,68,276,1,2,1,1,1,2,6,405,1,1,77
2007,11,68,276,2,1,2,8,0,0,0,885,0,1,77
2007,11,68,307,1,1,1,4,0,0,0,1490,0,1,77
2007,11,68,307,1,1,2,1,1,2,2,49,0,1,77
2007,11,68,547,1,1,1,1,1,1,2,111,2,1,77
2007,11,68,547,1,1,1,1,1,2,3,450,3,3,77
2007,11,68,547,1,2,1,1,1,2,4,578,2,2,77
2007,11,68,547,1,2,1,1,1,2,6,912,2,2,77
2007,11,68,679,1,1,1,1,1,1,2,176,2,1,77
2007,11,68,679,1,1,1,1,1,1,3,140,1,1,77
2007,11,68,679,1,1,1,1,1,2,2,205,2,1,77
2007,11,68,679,1,1,1,1,2,1,3,1168,8,1,77
2007,11,68,679,1,1,1,1,2,2,3,593,5,1,77
2007,11,68,679,1,1,1,4,0,0,0,583,0,1,77
2007,11,68,679,1,1,2,1,1,2,3,45,0,1,77
2007,11,68,679,1,2,1,8,0,0,0,763,0,1,77
2007,11,68,755,1,1,1,1,1,1,2,8064,73,1,77
2007,11,68,755,1,1,1,1,1,2,2,818,7,3,77
2007,11,68,755,1,1,1,1,1,2,4,360,2,2,77
2007,11,70,001,1,1,1,1,1,2,4,213,1,1,77
2007,11,70,001,1,1,1,1,2,2,5,121,1,1,77
2007,11,70,001,1,1,1,5,0,0,0,1557,0,1,77
2007,11,70,001,1,1,1,7,0,0,0,462,0,1,77
2007,11,70,001,2,1,2,5,0,0,0,63,0,1,77
2007,11,73,001,1,1,1,1,1,1,2,764,10,8,77
2007,11,73,001,1,1,1,1,1,1,3,153,1,1,77
2007,11,73,001,1,1,1,1,1,2,2,122,2,2,77
2007,11,73,001,1,1,1,1,1,2,3,1062,8,6,77
2007,11,73,001,1,1,1,1,1,2,4,184,1,1,77
2007,11,73,001,1,1,1,1,1,2,6,530,2,2,77
2007,11,73,001,1,1,1,1,2,2,3,8941,64,2,77
2007,11,73,001,1,1,1,5,0,0,0,7048,0,1,77
2007,11,73,001,1,1,2,1,1,2,2,382,1,5,77
2007,11,73,001,1,1,2,1,1,2,3,256,2,3,77
2007,11,73,001,1,1,2,1,1,2,4,614,1,7,77
2007,11,73,001,1,3,1,1,1,2,6,607,1,1,77
2007,11,73,268,1,1,1,1,1,1,2,730,10,10,77
2007,11,73,349,1,3,1,1,1,2,4,2456,29,1,77
2007,11,73,349,1,3,1,1,2,2,4,1536,24,0,77
2007,11,76,001,1,1,1,1,1,1,1,83,2,2,77
2007,11,76,001,1,1,1,1,1,2,1,267,3,3,77
2007,11,76,001,1,1,1,1,1,2,2,176,2,2,77
2007,11,76,001,1,1,1,1,1,2,3,219,2,2,77
2007,11,76,001,1,1,1,1,1,2,4,1255,8,8,77
2007,11,76,001,1,1,1,1,1,2,5,930,5,5,77
2007,11,76,001,1,1,1,1,1,2,6,401,2,2,77
2007,11,76,001,1,1,1,1,2,2,1,374,4,2,77
2007,11,76,001,1,1,1,1,2,2,2,1045,13,5,77
2007,11,76,001,1,1,1,1,2,2,3,466,6,2,77
2007,11,76,001,1,1,1,1,2,2,4,9263,102,3,77
2007,11,76,001,1,1,1,1,2,2,5,13647,76,6,77
2007,11,76,001,1,1,1,5,0,0,0,2134,0,6,77
2007,11,76,001,1,1,1,7,0,0,0,3185,0,1,77
2007,11,76,001,1,1,1,8,0,0,0,5275,0,2,77
2007,11,76,001,1,1,2,1,1,2,2,513,0,5,77
2007,11,76,001,1,1,2,1,1,2,3,112,0,1,77
2007,11,76,001,1,1,2,1,1,2,4,583,0,7,77
2007,11,76,001,1,1,2,1,1,2,5,8906,50,4,77
2007,11,76,001,1,1,2,1,2,2,1,453,4,5,77
2007,11,76,001,1,1,2,1,2,2,2,2685,25,21,77
2007,11,76,001,1,1,2,1,2,2,3,4886,53,37,77
2007,11,76,001,1,1,2,1,2,2,4,185,3,2,77
2007,11,76,001,1,1,2,1,2,2,5,577,5,3,77
2007,11,76,001,1,1,2,1,2,2,6,89,1,1,77
2007,11,76,001,1,1,2,5,0,0,0,1427,0,8,77
2007,11,76,001,1,1,2,6,0,0,0,119,0,1,77
2007,11,76,001,1,1,2,8,0,0,0,319,0,1,77
2007,11,76,001,1,3,1,1,1,2,3,192,1,1,77
2007,11,76,001,2,1,2,1,2,2,2,95,0,1,77
2007,11,76,001,2,1,2,1,2,2,4,288,0,1,77
2007,11,76,001,2,1,2,1,2,2,5,9074,39,1,77
2007,11,76,001,2,1,2,5,0,0,0,1076,0,0,77
2007,11,76,001,2,1,2,8,0,0,0,24966,0,1,77
2007,11,76,109,1,1,1,1,1,2,3,346,1,1,77
2007,11,76,109,1,1,1,1,2,2,3,235,4,1,77
2007,11,76,109,1,1,1,5,0,0,0,289,0,1,77
2007,11,76,109,1,2,1,2,0,0,0,894,0,0,77
2007,11,76,109,1,2,1,3,0,0,0,3000,0,1,77
2007,11,76,109,1,3,1,1,1,1,1,3466,92,2,77
2007,11,76,111,1,1,1,1,1,1,2,45,1,1,77
2007,11,76,111,1,1,1,1,1,2,1,254,3,3,77
2007,11,76,111,1,1,1,1,1,2,2,757,6,5,77
2007,11,76,111,1,1,1,1,1,2,3,995,2,2,77
2007,11,76,111,1,1,1,1,1,2,5,677,5,4,77
2007,11,76,111,1,1,1,1,2,2,2,131,1,1,77
2007,11,76,111,1,1,1,1,2,2,3,190,3,1,77
2007,11,76,111,1,1,1,5,0,0,0,353,0,1,77
2007,11,76,111,1,1,2,1,1,2,2,267,3,3,77
2007,11,76,111,1,1,2,1,1,2,3,88,0,1,77
2007,11,76,111,1,1,2,1,1,2,5,75,0,1,77
2007,11,76,111,1,1,2,1,2,2,2,135,2,1,77
2007,11,76,111,1,1,2,5,0,0,0,3089,0,2,77
2007,11,76,111,1,2,1,1,1,2,1,814,4,4,77
2007,11,76,111,1,2,1,5,0,0,0,63,0,0,77
2007,11,76,111,1,3,1,1,1,2,1,175,2,2,77
2007,11,76,111,1,3,2,1,1,2,1,56,1,1,77
2007,11,76,147,1,1,1,1,1,1,3,1398,41,1,77
2007,11,76,147,1,1,1,1,1,2,3,412,2,2,77
2007,11,76,147,1,1,1,1,1,2,4,791,4,4,77
2007,11,76,147,1,1,1,1,2,2,3,131,1,1,77
2007,11,76,147,1,1,1,5,0,0,0,103,0,0,77
2007,11,76,364,1,1,1,1,1,1,2,36,1,1,77
2007,11,76,364,1,1,1,1,1,2,2,136,1,1,77
2007,11,76,364,1,1,1,1,1,2,3,115,1,1,77
2007,11,76,364,1,1,1,1,1,2,5,44,1,1,77
2007,11,76,364,1,1,1,1,2,2,2,573,6,1,77
2007,11,76,364,1,1,1,5,0,0,0,462,0,2,77
2007,11,76,364,1,3,1,1,1,2,2,469,1,1,77
2007,11,76,364,1,3,1,1,1,2,5,248,1,1,77
2007,11,76,520,1,1,1,1,1,2,2,486,2,2,77
2007,11,76,520,1,1,1,1,1,2,3,483,4,4,77
2007,11,76,520,1,1,1,1,1,2,4,251,2,2,77
2007,11,76,520,1,1,1,1,2,2,2,223,2,1,77
2007,11,76,520,1,1,1,1,2,2,3,1739,19,6,77
2007,11,76,520,1,1,1,1,2,2,4,5614,41,2,77
2007,11,76,520,1,2,1,1,1,2,1,35,1,1,77
2007,11,76,520,1,3,1,1,1,2,1,325,2,1,77
2007,11,76,520,1,3,1,1,2,2,1,137,2,1,77
2007,11,76,520,1,3,1,4,0,0,0,6021,0,1,77
2007,11,76,834,1,1,1,1,1,2,2,4131,40,26,77
2007,11,76,834,1,1,1,1,1,2,3,1288,11,7,77
2007,11,76,834,1,1,1,1,1,2,4,502,5,3,77
2007,11,76,834,1,1,1,1,1,2,5,1553,7,6,77
2007,11,76,834,1,1,2,1,1,2,2,270,2,4,77
2007,11,76,834,1,1,2,1,1,2,3,200,2,3,77
2007,11,76,834,1,1,2,1,1,2,4,183,2,2,77
2007,11,76,834,1,2,1,1,1,2,2,145,2,1,77
2007,11,76,834,1,2,1,5,0,0,0,200,0,1,77
2007,11,76,834,1,3,1,1,1,2,2,124,1,1,77
2007,11,76,834,1,3,1,5,0,0,0,135,0,1,77
2007,11,76,892,1,1,1,1,1,2,2,575,9,6,77
2007,11,76,892,1,1,1,1,1,2,3,432,4,2,77
2007,11,76,892,1,1,1,1,2,2,2,540,4,1,77
2007,11,76,892,1,1,1,1,2,2,5,384,3,1,77
2007,11,76,892,1,3,1,1,1,2,2,413,4,2,77
2007,11,76,892,1,3,1,1,1,2,4,785,3,3,77
2007,11,76,892,1,3,1,2,0,0,0,2304,0,1,77
2007,11,76,892,1,3,1,3,0,0,0,902,0,2,77
2007,11,76,892,1,3,1,5,0,0,0,3398,0,1,77
2007,11,81,001,1,1,1,1,1,2,4,441,2,2,77
2007,11,81,001,1,1,1,5,0,0,0,100,0,0,77
2007,11,81,001,1,1,1,7,0,0,0,1676,0,1,77
2007,11,81,001,1,1,1,10,0,0,0,140,0,1,77
2007,11,81,001,1,1,2,7,0,0,0,2141,0,2,77
2007,11,85,001,1,1,1,1,1,1,2,103,1,1,77
2007,11,85,001,1,1,1,1,1,1,3,165,1,1,77
2007,11,85,001,1,1,1,1,1,2,1,502,4,3,77
2007,11,85,001,1,1,1,1,1,2,2,3870,39,29,77
2007,11,85,001,1,1,1,1,1,2,3,1074,11,7,77
2007,11,85,001,1,1,1,1,2,2,2,479,9,3,77
2007,11,85,001,1,1,1,1,2,2,3,447,6,1,77
2007,11,85,001,1,1,1,5,0,0,0,2311,0,5,77
2007,11,85,001,1,1,1,10,0,0,0,1183,0,1,77
2007,11,85,001,1,3,1,1,1,1,2,222,1,1,77
2007,11,85,001,1,3,1,1,1,2,3,227,1,1,77
2007,11,85,001,2,1,2,1,1,2,2,116,0,1,77
2007,11,85,001,2,1,2,1,2,2,3,45,1,1,77
2007,11,85,001,2,1,2,5,0,0,0,311,0,1,77
2007,12,05,001,1,1,1,1,1,1,2,5444,110,1,77
2007,12,05,001,1,1,1,1,1,1,3,161,3,1,77
2007,12,05,001,1,1,1,1,1,2,3,136,2,1,77
2007,12,05,001,1,1,1,1,1,2,6,1559,2,2,77
2007,12,05,001,1,1,1,1,2,1,2,140,2,1,77
2007,12,05,001,1,1,1,1,2,1,3,809,12,1,77
2007,12,05,001,1,1,1,1,2,2,3,1225,11,3,77
2007,12,05,001,1,1,1,1,2,2,4,18976,106,3,77
2007,12,05,001,1,1,1,1,2,2,5,3379,25,3,77
2007,12,05,001,1,1,1,1,2,2,6,49704,228,2,77
2007,12,05,001,1,1,1,5,0,0,0,590,0,1,77
2007,12,05,001,1,1,1,12,0,0,0,20,0,1,77
2007,12,05,001,1,1,2,1,1,2,6,369,1,1,77
2007,12,05,001,1,1,2,3,0,0,0,205,0,1,77
2007,12,05,001,1,2,1,1,1,2,6,319,1,1,77
2007,12,05,001,2,1,1,7,0,0,0,8181,0,2,77
2007,12,05,001,2,1,2,1,1,2,1,110,1,1,77
2007,12,05,001,2,1,2,1,1,2,2,449,6,7,77
2007,12,05,001,2,1,2,1,1,2,3,414,4,5,77
2007,12,05,001,2,1,2,1,1,2,4,139,1,3,77
2007,12,05,001,2,1,2,1,1,2,5,49,1,1,77
2007,12,05,001,2,1,2,1,2,2,2,456,5,8,77
2007,12,05,001,2,1,2,1,2,2,3,1464,19,19,77
2007,12,05,001,2,1,2,1,2,2,4,363,4,5,77
2007,12,05,001,2,1,2,1,2,2,5,355,2,3,77
2007,12,05,001,2,1,2,5,0,0,0,558,0,1,77
2007,12,05,001,2,1,2,7,0,0,0,3364,0,1,77
2007,12,05,001,2,1,2,11,0,0,0,60,0,1,77
2007,12,05,079,1,1,1,1,1,2,2,64,1,1,77
2007,12,05,079,1,1,1,5,0,0,0,74,0,1,77
2007,12,05,079,1,3,1,1,1,2,2,75,1,1,77
2007,12,05,079,2,1,2,1,2,2,2,175,3,2,77
2007,12,05,088,1,1,1,1,1,2,2,332,5,3,77
2007,12,05,088,1,1,1,1,2,2,3,767,6,1,77
2007,12,05,088,1,1,1,1,2,2,4,6700,64,1,77
2007,12,05,088,1,1,1,5,0,0,0,358,0,0,77
2007,12,05,088,1,1,1,11,0,0,0,421,0,2,77
2007,12,05,088,2,1,1,1,2,2,3,126,2,0,77
2007,12,05,088,2,1,1,5,0,0,0,280,0,2,77
2007,12,05,088,2,1,1,11,0,0,0,66,0,1,77
2007,12,05,088,2,1,2,1,1,2,2,71,1,1,77
2007,12,05,088,2,1,2,1,1,2,3,437,5,3,77
2007,12,05,088,2,1,2,1,2,2,1,85,1,1,77
2007,12,05,088,2,1,2,1,2,2,2,357,6,4,77
2007,12,05,088,2,1,2,1,2,2,3,127,1,1,77
2007,12,05,088,2,1,2,1,2,2,4,216,4,1,77
2007,12,05,129,1,1,1,1,1,2,3,321,4,3,77
2007,12,05,129,1,1,1,1,2,2,3,5806,88,3,77
2007,12,05,129,1,1,1,5,0,0,0,183,0,0,77
2007,12,05,129,1,1,2,1,2,2,3,260,3,2,77
2007,12,05,129,1,2,1,4,0,0,0,569,0,1,77
2007,12,05,129,2,1,1,8,0,0,0,3171,0,1,77
2007,12,05,212,1,1,1,1,1,2,2,237,3,2,77
2007,12,05,212,1,1,1,1,1,2,3,433,3,3,77
2007,12,05,212,1,1,1,1,2,1,2,13200,220,1,77
2007,12,05,212,1,1,1,2,0,0,0,11471,0,1,77
2007,12,05,212,1,3,1,1,1,2,2,47,1,1,77
2007,12,05,212,1,3,1,1,1,2,3,263,1,1,77
2007,12,05,212,1,3,1,1,1,2,4,457,3,1,77
2007,12,05,212,1,3,1,1,1,2,5,547,2,2,77
2007,12,05,212,2,1,2,1,2,2,2,125,2,1,77
2007,12,05,212,2,1,2,1,2,2,3,357,5,3,77
2007,12,05,266,1,1,1,1,1,2,2,265,4,2,77
2007,12,05,266,1,1,1,1,1,2,3,158,1,1,77
2007,12,05,266,1,1,1,1,2,2,3,716,6,2,77
2007,12,05,266,1,1,1,1,2,2,4,1161,7,1,77
2007,12,05,266,1,1,1,1,2,2,5,1320,10,1,77
2007,12,05,266,1,1,1,5,0,0,0,179,0,0,77
2007,12,05,266,1,1,2,1,1,2,2,227,3,3,77
2007,12,05,266,1,1,2,1,1,2,3,89,1,1,77
2007,12,05,266,1,1,2,1,1,2,4,69,0,1,77
2007,12,05,266,1,1,2,1,2,2,2,705,7,6,77
2007,12,05,266,1,1,2,1,2,2,3,516,4,2,77
2007,12,05,266,1,1,2,5,0,0,0,171,0,1,77
2007,12,05,266,1,2,1,1,1,2,5,320,1,1,77
2007,12,05,266,1,3,1,1,1,2,2,248,2,2,77
2007,12,05,266,1,3,1,1,1,2,4,97,1,1,77
2007,12,05,266,1,3,2,1,1,2,2,68,0,2,77
2007,12,05,266,2,1,1,1,2,2,4,3088,42,1,77
2007,12,05,308,1,1,1,1,1,2,2,120,1,1,77
2007,12,05,308,1,1,1,1,1,2,3,301,2,1,77
2007,12,05,308,1,1,1,1,2,2,2,988,8,1,77
2007,12,05,308,1,1,1,5,0,0,0,295,0,0,77
2007,12,05,308,1,1,2,1,2,2,2,405,5,2,77
2007,12,05,308,1,2,1,1,1,1,2,966,23,1,77
2007,12,05,308,1,2,1,2,0,0,0,1621,0,1,77
2007,12,05,308,1,3,1,1,1,1,3,61,1,1,77
2007,12,05,308,1,3,1,1,1,2,3,399,2,2,77
2007,12,05,360,1,1,1,1,1,2,4,9185,44,1,77
2007,12,05,360,1,1,1,1,2,2,3,3583,43,7,77
2007,12,05,360,1,1,1,1,2,2,4,7079,60,1,77
2007,12,05,360,1,1,1,2,0,0,0,6197,0,3,77
2007,12,05,360,1,1,1,4,0,0,0,581,0,1,77
2007,12,05,360,1,1,1,5,0,0,0,640,0,0,77
2007,12,05,360,1,1,1,9,0,0,0,2630,0,1,77
2007,12,05,360,1,1,2,1,1,2,2,66,1,1,77
2007,12,05,360,1,1,2,1,2,2,1,84,1,1,77
2007,12,05,360,1,1,2,1,2,2,2,197,3,3,77
2007,12,05,360,1,1,2,1,2,2,3,1068,11,8,77
2007,12,05,360,1,1,2,2,0,0,0,139,0,1,77
2007,12,05,360,1,1,2,9,0,0,0,177,0,1,77
2007,12,05,360,1,3,1,1,1,2,4,325,1,1,77
2007,12,05,360,2,1,2,1,2,2,2,507,10,7,77
2007,12,05,360,2,1,2,1,2,2,3,257,4,4,77
2007,12,05,360,2,1,2,2,0,0,0,356,0,1,77
2007,12,05,360,2,1,2,5,0,0,0,9084,0,3,77
2007,12,05,380,1,1,1,1,1,2,1,52,1,1,77
2007,12,05,380,1,1,1,1,1,2,2,144,2,1,77
2007,12,05,380,1,1,1,1,1,2,3,595,5,4,77
2007,12,05,380,1,1,1,1,1,2,4,860,3,3,77
2007,12,05,380,1,1,1,1,1,2,5,465,1,1,77
2007,12,05,380,1,2,1,1,1,2,1,56,1,1,77
2007,12,05,380,1,2,1,1,1,2,2,213,1,1,77
2007,12,05,380,1,2,1,1,1,2,5,48,1,1,77
2007,12,05,380,2,1,2,1,1,2,3,141,1,1,77
2007,12,05,615,1,1,1,1,1,1,3,2757,18,2,77
2007,12,05,615,1,1,1,1,1,2,3,441,4,4,77
2007,12,05,615,1,1,1,1,1,2,4,656,2,2,77
2007,12,05,615,1,1,1,1,1,2,5,313,1,1,77
2007,12,05,615,1,1,1,1,2,2,3,1730,16,1,77
2007,12,05,615,1,1,1,4,0,0,0,231,0,1,77
2007,12,05,615,1,1,1,5,0,0,0,858,0,1,77
2007,12,05,615,1,1,1,10,0,0,0,2890,0,1,77
2007,12,05,615,1,1,2,1,2,2,3,353,3,1,77
2007,12,05,615,1,1,2,7,0,0,0,635,0,1,77
2007,12,05,615,1,2,1,1,1,1,3,50,1,1,77
2007,12,05,615,1,2,1,1,1,2,5,451,1,1,77
2007,12,05,615,1,2,1,5,0,0,0,1055,0,2,77
2007,12,05,615,1,3,1,1,1,1,2,46,1,1,77
2007,12,05,615,1,3,1,1,1,2,3,1030,7,7,77
2007,12,05,615,1,3,1,1,1,2,4,513,1,1,77
2007,12,05,615,1,3,1,1,1,2,5,513,2,2,77
2007,12,05,615,1,3,1,4,0,0,0,6174,0,1,77
2007,12,05,615,1,3,1,12,0,0,0,28,0,1,77
2007,12,05,615,2,1,2,1,1,2,3,103,0,1,77
2007,12,05,615,2,1,2,7,0,0,0,188,0,1,77
2007,12,05,615,2,3,2,4,0,0,0,249,0,1,77
2007,12,05,631,1,1,1,1,1,2,3,192,2,2,77
2007,12,05,631,1,1,1,1,1,2,4,929,3,3,77
2007,12,05,631,1,1,1,1,2,2,3,1522,16,2,77
2007,12,05,887,1,1,1,1,1,2,3,337,6,4,77
2007,12,05,887,1,1,1,1,2,2,2,299,4,1,77
2007,12,05,887,1,1,1,1,2,2,3,335,6,1,77
2007,12,05,887,1,1,1,5,0,0,0,432,0,4,77
2007,12,05,887,1,1,2,5,0,0,0,188,0,1,77
2007,12,05,887,1,3,1,5,0,0,0,85,0,1,77
2007,12,08,001,1,1,1,1,1,1,2,115,1,1,77
2007,12,08,001,1,1,1,1,1,2,2,197,1,1,77
2007,12,08,001,1,1,1,1,1,2,3,327,5,1,77
2007,12,08,001,1,1,1,1,1,2,4,1055,9,2,77
2007,12,08,001,1,1,1,1,1,2,5,3660,23,5,77
2007,12,08,001,1,1,1,1,2,2,4,137043,1363,7,77
2007,12,08,001,1,1,1,1,2,2,6,5292,22,1,77
2007,12,08,001,1,1,1,3,0,0,0,244,0,1,77
2007,12,08,001,1,1,1,4,0,0,0,1933,0,3,77
2007,12,08,001,1,1,1,5,0,0,0,3992,0,5,77
2007,12,08,001,2,1,2,1,1,2,2,221,4,3,77
2007,12,08,001,2,1,2,1,1,2,3,1691,15,10,77
2007,12,08,001,2,1,2,1,1,2,4,82,1,1,77
2007,12,08,001,2,1,2,1,1,2,6,167,1,1,77
2007,12,08,001,2,1,2,1,2,2,3,465,5,1,77
2007,12,08,001,2,1,2,5,0,0,0,50,0,0,77
2007,12,08,433,1,1,1,1,1,1,1,32230,50,1,77
2007,12,08,433,1,1,1,7,0,0,0,150,0,1,77
2007,12,08,433,2,1,2,4,0,0,0,140,0,1,77
2007,12,08,573,1,1,1,1,1,2,6,1750,5,1,77
2007,12,08,573,1,1,2,1,1,2,6,265,1,1,77
2007,12,08,758,1,1,1,1,1,1,2,4104,76,1,77
2007,12,08,758,1,1,1,1,1,2,1,124,3,1,77
2007,12,08,758,1,1,1,1,1,2,2,7473,209,6,77
2007,12,08,758,1,1,1,1,2,2,2,328,6,3,77
2007,12,08,758,1,1,1,5,0,0,0,1326,0,1,77
2007,12,08,758,2,1,2,1,1,2,2,828,4,11,77
2007,12,11,001,1,1,1,1,1,1,1,1116,18,15,77
2007,12,11,001,1,1,1,1,1,1,2,9386,167,46,77
2007,12,11,001,1,1,1,1,1,2,1,645,6,5,77
2007,12,11,001,1,1,1,1,1,2,2,8530,98,58,77
2007,12,11,001,1,1,1,1,1,2,3,11296,103,36,77
2007,12,11,001,1,1,1,1,1,2,4,1563,9,7,77
2007,12,11,001,1,1,1,1,1,2,6,10928,35,3,77
2007,12,11,001,1,1,1,1,2,1,2,86790,1608,8,77
2007,12,11,001,1,1,1,1,2,1,3,1042,11,2,77
2007,12,11,001,1,1,1,1,2,2,2,85613,902,25,77
2007,12,11,001,1,1,1,1,2,2,3,32201,393,24,77
2007,12,11,001,1,1,1,1,2,2,4,72674,560,6,77
2007,12,11,001,1,1,1,1,2,2,5,20933,142,5,77
2007,12,11,001,1,1,1,1,2,2,6,53947,312,11,77
2007,12,11,001,1,1,1,2,0,0,0,1878,0,5,77
2007,12,11,001,1,1,1,3,0,0,0,35077,0,10,77
2007,12,11,001,1,1,1,5,0,0,0,11263,0,15,77
2007,12,11,001,1,1,1,7,0,0,0,4686,0,3,77
2007,12,11,001,1,1,1,11,0,0,0,2272,0,6,77
2007,12,11,001,1,1,2,1,1,2,1,84,0,1,77
2007,12,11,001,1,1,2,1,1,2,2,520,0,14,77
2007,12,11,001,1,1,2,1,1,2,3,629,0,15,77
2007,12,11,001,1,1,2,1,1,2,4,410,0,7,77
2007,12,11,001,1,1,2,1,1,2,5,231,0,2,77
2007,12,11,001,1,1,2,1,1,2,6,113,0,2,77
2007,12,11,001,1,1,2,1,2,2,3,863,8,5,77
2007,12,11,001,1,1,2,1,2,2,4,13780,113,2,77
2007,12,11,001,1,1,2,1,2,2,6,1000,12,5,77
2007,12,11,001,1,1,2,2,0,0,0,883,0,2,77
2007,12,11,001,1,1,2,3,0,0,0,1380,0,3,77
2007,12,11,001,1,1,2,5,0,0,0,1619,0,4,77
2007,12,11,001,1,1,2,7,0,0,0,5201,0,3,77
2007,12,13,001,1,1,1,1,1,2,2,253,1,1,77
2007,12,13,001,1,1,1,1,2,2,3,3473,24,1,77
2007,12,13,001,1,1,1,1,2,2,6,3606,39,1,77
2007,12,13,001,1,1,1,4,0,0,0,2449,0,1,77
2007,12,13,001,1,1,1,5,0,0,0,1598,0,1,77
2007,12,13,001,2,1,2,1,2,2,6,151,0,1,77
2007,12,13,001,2,1,2,5,0,0,0,388,0,1,77
2007,12,15,001,1,1,1,1,1,2,2,760,7,6,77
2007,12,15,001,1,1,1,1,1,2,3,1291,12,11,77
2007,12,15,001,1,1,1,1,1,2,4,7292,39,6,77
2007,12,15,001,1,1,1,1,1,2,5,593,5,3,77
2007,12,15,001,1,1,1,1,2,2,2,84,1,0,77
2007,12,15,001,1,1,1,1,2,2,3,22904,220,7,77
2007,12,15,001,1,1,1,1,2,2,4,4607,62,3,77
2007,12,15,001,1,1,1,1,2,2,5,1282,14,1,77
2007,12,15,001,1,1,1,5,0,0,0,4579,0,4,77
2007,12,15,001,1,1,1,8,0,0,0,622,0,1,77
2007,12,15,001,1,1,1,9,0,0,0,120,0,1,77
2007,12,15,001,1,1,2,1,1,2,2,16,0,1,77
2007,12,15,001,1,1,2,1,1,2,3,116,0,1,77
2007,12,15,001,1,1,2,1,1,2,4,52,1,1,77
2007,12,15,001,1,1,2,1,2,2,1,110,1,1,77
2007,12,15,001,1,1,2,1,2,2,2,238,3,1,77
2007,12,15,001,1,1,2,5,0,0,0,350,0,1,77
2007,12,15,001,1,1,2,11,0,0,0,263,0,1,77
2007,12,15,001,2,1,2,1,1,2,3,137,0,1,77
2007,12,15,176,1,1,1,1,1,2,1,406,4,2,77
2007,12,15,176,1,1,1,1,1,2,2,1466,18,11,77
2007,12,15,176,1,1,1,1,1,2,3,982,9,6,77
2007,12,15,176,1,1,1,5,0,0,0,202,0,1,77
2007,12,15,176,1,3,1,5,0,0,0,640,0,1,77
